Time (ms), Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7, Channel 8, Channel 9, Channel 10, Channel 11, Channel 12, Channel 13, Channel 14, Channel 15, Channel 16, Channel 17, Channel 18, Channel 19, Channel 20, Channel 21, Channel 22, Channel 23, Channel 24, Channel 25, Channel 26, Channel 27, Channel 28, Channel 29, Channel 30, Channel 31, Channel 32, Channel 33, Channel 34, Channel 35, Channel 36, Channel 37, Channel 38, Channel 39, Channel 40, Channel 41, Channel 42, Channel 43, Channel 44, Channel 45, Channel 46, Channel 47, Channel 48, Channel 49, Channel 50, Channel 51, Channel 52, Channel 53, Channel 54, Channel 55, Channel 56, Channel 57, Channel 58, Channel 59, Channel 60, Channel 61, Channel 62, Channel 63, Channel 64, Channel 65, Channel 66, Channel 67, Channel 68, Channel 69, Channel 70, Channel 71, Channel 72, Channel 73, Channel 74, Channel 75, Channel 76, Channel 77, Channel 78, Channel 79, Channel 80, Channel 81, Channel 82, Channel 83, Channel 84, Channel 85, Channel 86, Channel 87, Channel 88, Channel 89, Channel 90, Channel 91, Channel 92, Channel 93, Channel 94, Channel 95, Channel 96, Channel 97, Channel 98, Channel 99, Channel 100, Channel 101, Channel 102, Channel 103, Channel 104, Channel 105, Channel 106, Channel 107, Channel 108, Channel 109, Channel 110, Channel 111, Channel 112, Channel 113, Channel 114, Channel 115, Channel 116, Channel 117, Channel 118, Channel 119, Channel 120, Channel 121, Channel 122, Channel 123, Channel 124, Channel 125, Channel 126, Channel 127
32334, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
33350, 748, 748, 748, 748, 748, 748, 748, 748, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 874, 874, 874, 874, 874, 874, 874, 1642, 1642, 2340, 1642, 1642, 796, 796, 796, 796, 796, 31, 31, 31, 31, 31, 31, 748, 748, 748, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 874, 874, 874, 31, 796, 796, 796, 796, 31
34365, 416, 416, 416, 416, 416, 416, 416, 416, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 416, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 485, 485, 485, 485, 485, 485, 485, 903, 903, 1287, 903, 903, 442, 442, 442, 442, 442, 31, 31, 31, 31, 31, 31, 416, 416, 416, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 485, 485, 485, 31, 442, 442, 442, 442, 31
35371, 280, 280, 280, 280, 280, 280, 280, 280, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 326, 326, 326, 326, 326, 326, 326, 602, 602, 857, 602, 602, 298, 298, 298, 298, 298, 31, 31, 31, 31, 31, 31, 280, 280, 280, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 326, 326, 326, 31, 298, 298, 298, 298, 31
36384, 160, 160, 160, 160, 160, 160, 160, 160, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 160, 160, 160, 160, 160, 160, 160, 160, 160, 160, 160, 160, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 185, 185, 185, 185, 185, 185, 185, 336, 336, 477, 336, 336, 170, 170, 170, 170, 170, 31, 31, 31, 31, 31, 31, 160, 160, 160, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 185, 185, 185, 31, 170, 170, 170, 170, 31
37397, 94, 94, 94, 94, 94, 94, 94, 94, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 94, 94, 94, 94, 94, 94, 94, 94, 94, 94, 94, 94, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 109, 109, 109, 109, 109, 109, 109, 190, 190, 268, 190, 190, 100, 100, 100, 100, 100, 31, 31, 31, 31, 31, 31, 94, 94, 94, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 109, 109, 109, 31, 100, 100, 100, 100, 31
38412, 3758, 2856, 2856, 2856, 2856, 2856, 2856, 2856, 2827, 2827, 2827, 2827, 2827, 2677, 1832, 2793, 2793, 1832, 1832, 902, 902, 902, 902, 902, 902, 902, 902, 902, 1720, 1720, 1748, 2739, 2739, 2739, 2739, 2739, 2739, 2739, 2739, 2739, 2739, 2739, 2739, 2739, 5538, 4666, 4666, 3847, 2856, 2856, 2856, 2856, 2856, 2856, 2856, 2856, 2856, 2827, 2827, 3700, 3700, 2855, 2855, 1832, 1832, 1832, 1832, 902, 902, 939, 939, 939, 939, 939, 939, 939, 985, 3695, 2864, 2823, 2823, 2772, 2772, 2772, 2772, 2772, 2739, 2739, 2739, 2739, 3585, 3585, 5567, 4576, 2856, 2827, 2827, 2827, 2827, 3524, 3524, 3524, 3524, 3524, 3524, 2594, 2594, 1571, 1571, 725, 725, 725, 1519, 2391, 2391, 2391, 2391, 1694, 1694, 1734, 1734, 1734, 2595, 3448, 4439, 4439, 4439, 4405
39423, 6811, 6318, 6318, 6318, 6318, 6318, 6318, 7655, 6959, 6941, 6355, 6932, 7778, 6951, 6488, 7015, 7015, 6488, 6488, 5979, 5979, 5979, 5979, 5979, 6075, 6428, 5898, 5648, 6479, 5549, 5563, 6106, 6106, 6106, 6106, 6106, 6106, 6106, 6782, 6782, 6782, 5869, 5355, 6256, 7785, 7306, 7306, 6861, 6318, 6318, 6318, 6318, 6318, 6318, 6318, 5642, 6410, 7728, 6763, 6458, 7481, 7047, 7047, 6488, 6488, 6488, 6488, 5979, 5979, 6001, 6656, 6656, 6021, 7453, 7548, 4248, 5146, 6628, 6173, 6150, 6150, 6124, 6124, 6124, 6124, 6124, 6106, 6106, 6127, 7691, 7975, 5421, 6900, 7257, 6318, 6302, 6302, 6302, 6302, 6683, 6683, 6683, 6683, 8018, 8018, 6984, 6681, 7145, 6347, 5883, 5883, 5883, 6319, 6795, 6795, 6795, 6795, 6413, 6413, 6435, 7884, 6550, 5106, 5572, 7035, 7035, 7035, 7017
40437, 5685, 5413, 5413, 4715, 4715, 4715, 4715, 5447, 4472, 4459, 4140, 4454, 4261, 4554, 4977, 5267, 5267, 4977, 5593, 5316, 5316, 4699, 4699, 4699, 4752, 4946, 4655, 3842, 4295, 5001, 4262, 4561, 4561, 4561, 4561, 4561, 4561, 4561, 4930, 4930, 4930, 4430, 4150, 4643, 5478, 5238, 5238, 4993, 4696, 4119, 4119, 4119, 4840, 5437, 4840, 4472, 4891, 5613, 5082, 4261, 4100, 4539, 5284, 4977, 4977, 4977, 4977, 4699, 4699, 4711, 5070, 5070, 4721, 5507, 4813, 2331, 3458, 4267, 4595, 4585, 4585, 4569, 4569, 4569, 4569, 4569, 4561, 4561, 4571, 5427, 4947, 2972, 4437, 5230, 4715, 4708, 5428, 5428, 5428, 5638, 5638, 5638, 5638, 6367, 6367, 5800, 5638, 4638, 4945, 3970, 3970, 3970, 5501, 5762, 5762, 5762, 5762, 5553, 5553, 5563, 6357, 5013, 4859, 5112, 5168, 5168, 5746, 5735
41449, 3118, 2969, 2969, 2587, 2587, 2587, 2587, 2986, 2453, 2447, 2270, 2444, 2336, 2498, 2730, 2888, 2888, 2730, 3066, 2914, 2914, 2577, 2577, 2577, 2607, 2712, 2553, 2108, 2356, 2742, 2336, 2503, 2503, 2503, 2503, 2503, 2503, 2503, 2704, 2704, 2704, 2432, 2279, 2546, 3005, 2873, 2873, 2735, 2576, 2262, 2262, 2262, 2653, 2981, 2653, 2453, 2682, 3078, 2788, 2336, 2251, 2488, 2897, 2730, 2730, 2730, 2730, 2577, 2577, 2585, 2780, 2780, 2590, 3020, 2641, 1282, 1898, 2341, 2520, 2514, 2514, 2508, 2508, 2508, 2508, 2508, 2503, 2503, 2510, 2976, 2713, 1634, 2433, 2869, 2587, 2583, 2976, 2976, 2976, 3091, 3091, 3091, 3091, 3492, 3492, 3180, 3091, 2543, 2711, 2179, 2179, 2179, 3017, 3158, 3158, 3158, 3158, 3045, 3045, 3051, 3484, 2750, 2666, 2803, 2834, 2834, 3151, 3144
42464, 1713, 1632, 1632, 1423, 1423, 1423, 1423, 1641, 1351, 1345, 1250, 1343, 1285, 1374, 1500, 1587, 1587, 1500, 1686, 1601, 1601, 1418, 1418, 1418, 1433, 1491, 1403, 1161, 1297, 1508, 1285, 1378, 1378, 1378, 1378, 1378, 1378, 1378, 1488, 1488, 1488, 1338, 1254, 1400, 1651, 1580, 1580, 1503, 1417, 1244, 1244, 1244, 1458, 1638, 1458, 1351, 1473, 1691, 1532, 1285, 1238, 1368, 1591, 1500, 1500, 1500, 1500, 1418, 1418, 1422, 1528, 1528, 1425, 1659, 1451, 707, 1046, 1288, 1385, 1382, 1382, 1380, 1380, 1380, 1380, 1380, 1378, 1378, 1381, 1636, 1492, 901, 1338, 1577, 1423, 1422, 1636, 1636, 1636, 1697, 1697, 1697, 1697, 1917, 1917, 1746, 1697, 1397, 1490, 1200, 1200, 1200, 1658, 1736, 1736, 1736, 1736, 1672, 1672, 1675, 1914, 1513, 1467, 1541, 1558, 1558, 1731, 1726
43480, 945, 901, 901, 786, 786, 786, 786, 902, 747, 744, 691, 743, 710, 759, 826, 874, 874, 826, 930, 882, 882, 783, 783, 783, 792, 821, 773, 641, 717, 832, 710, 762, 762, 762, 762, 762, 762, 762, 820, 820, 820, 740, 694, 772, 909, 873, 873, 829, 782, 687, 687, 687, 805, 902, 805, 747, 814, 931, 846, 710, 682, 755, 875, 826, 826, 826, 826, 783, 783, 786, 844, 844, 787, 915, 799, 394, 580, 712, 766, 764, 764, 762, 762, 762, 762, 762, 762, 762, 763, 901, 821, 499, 740, 871, 786, 786, 901, 901, 901, 934, 934, 934, 934, 1054, 1054, 961, 934, 771, 821, 661, 661, 661, 914, 959, 959, 959, 959, 923, 923, 924, 1053, 836, 811, 847, 860, 860, 955, 952
44496, 525, 499, 499, 437, 437, 437, 437, 500, 415, 413, 386, 412, 396, 423, 459, 485, 485, 459, 515, 490, 490, 436, 436, 436, 439, 456, 429, 357, 399, 463, 396, 424, 424, 424, 424, 424, 424, 424, 455, 455, 455, 411, 387, 429, 505, 484, 484, 461, 436, 384, 384, 384, 448, 500, 448, 415, 452, 516, 469, 396, 379, 421, 485, 459, 459, 459, 459, 436, 436, 437, 468, 468, 437, 508, 444, 223, 323, 397, 425, 425, 425, 424, 424, 424, 424, 424, 424, 424, 424, 499, 456, 280, 411, 483, 437, 437, 499, 499, 499, 518, 518, 518, 518, 584, 584, 532, 518, 428, 456, 368, 368, 368, 508, 531, 531, 531, 531, 512, 512, 512, 583, 465, 451, 470, 478, 478, 529, 528
45508, 294, 280, 280, 246, 246, 246, 246, 280, 234, 234, 217, 233, 223, 238, 259, 272, 272, 259, 289, 275, 275, 245, 245, 245, 248, 256, 241, 202, 225, 260, 223, 239, 239, 239, 239, 239, 239, 239, 256, 256, 256, 232, 218, 241, 283, 272, 272, 259, 245, 217, 217, 217, 251, 280, 251, 234, 254, 289, 264, 223, 214, 237, 272, 259, 259, 259, 259, 245, 245, 246, 263, 263, 246, 284, 250, 129, 184, 224, 240, 240, 240, 239, 239, 239, 239, 239, 239, 239, 239, 280, 256, 160, 232, 271, 246, 246, 280, 280, 280, 291, 291, 291, 291, 326, 326, 298, 291, 241, 256, 208, 208, 208, 284, 298, 298, 298, 298, 286, 286, 286, 326, 261, 253, 264, 268, 268, 296, 295
46521, 168, 160, 160, 142, 142, 142, 142, 160, 135, 135, 125, 135, 129, 137, 149, 155, 155, 149, 165, 157, 157, 141, 141, 141, 143, 147, 139, 118, 130, 149, 129, 138, 138, 138, 138, 138, 138, 138, 147, 147, 147, 134, 126, 139, 162, 155, 155, 149, 141, 125, 125, 125, 145, 160, 145, 135, 147, 165, 151, 129, 124, 137, 155, 149, 149, 149, 149, 141, 141, 142, 151, 151, 142, 162, 144, 79, 109, 129, 139, 139, 139, 138, 138, 138, 138, 138, 138, 138, 138, 160, 147, 94, 134, 155, 142, 142, 160, 160, 160, 166, 166, 166, 166, 185, 185, 170, 166, 139, 147, 121, 121, 121, 162, 170, 170, 170, 170, 164, 164, 164, 185, 150, 146, 151, 153, 153, 170, 169
47535, 99, 94, 94, 85, 85, 85, 85, 94, 82, 82, 77, 82, 79, 83, 89, 92, 92, 89, 97, 93, 93, 85, 85, 85, 86, 88, 84, 72, 79, 89, 79, 83, 83, 83, 83, 83, 83, 83, 88, 88, 88, 81, 77, 84, 95, 92, 92, 89, 85, 77, 77, 77, 87, 94, 87, 82, 88, 97, 90, 79, 76, 83, 92, 89, 89, 89, 89, 85, 85, 85, 90, 90, 85, 95, 86, 52, 66, 79, 84, 84, 84, 83, 83, 83, 83, 83, 83, 83, 83, 94, 88, 59, 81, 92, 85, 85, 94, 94, 94, 97, 97, 97, 97, 109, 109, 100, 97, 84, 88, 74, 74, 74, 95, 100, 100, 100, 100, 97, 97, 97, 109, 89, 87, 90, 91, 91, 100, 100
48551, 61, 59, 59, 55, 55, 55, 55, 59, 53, 53, 51, 53, 52, 54, 57, 58, 58, 57, 60, 59, 59, 55, 55, 55, 55, 56, 54, 48, 52, 57, 52, 54, 54, 54, 54, 54, 54, 54, 56, 56, 56, 53, 51, 54, 60, 58, 58, 57, 55, 51, 51, 51, 56, 59, 56, 53, 56, 60, 57, 52, 50, 54, 58, 57, 57, 57, 57, 55, 55, 55, 57, 57, 55, 60, 55, 33, 45, 52, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 59, 56, 40, 53, 58, 55, 55, 59, 59, 59, 60, 60, 60, 60, 66, 66, 61, 60, 54, 56, 49, 49, 49, 60, 61, 61, 61, 61, 60, 60, 60, 66, 57, 56, 57, 58, 58, 61, 61
49566, 42, 40, 40, 36, 36, 36, 36, 40, 34, 34, 32, 34, 33, 35, 38, 39, 39, 38, 41, 40, 40, 36, 36, 36, 36, 37, 35, 31, 33, 38, 33, 35, 35, 35, 35, 35, 35, 35, 37, 37, 37, 34, 32, 35, 41, 39, 39, 38, 36, 32, 32, 32, 37, 40, 37, 34, 37, 41, 38, 33, 31, 35, 39, 38, 38, 38, 38, 36, 36, 36, 38, 38, 36, 41, 36, 31, 31, 33, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 40, 37, 31, 34, 39, 36, 36, 40, 40, 40, 41, 41, 41, 41, 45, 45, 42, 41, 35, 37, 31, 31, 31, 41, 42, 42, 42, 42, 41, 41, 41, 45, 38, 37, 38, 39, 39, 42, 42
50582, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
51595, 2045, 2045, 2975, 2975, 1984, 1984, 1984, 1984, 1984, 1984, 1984, 1984, 1984, 1984, 1984, 2944, 2944, 1921, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 1807, 1807, 2798, 2798, 2798, 2798, 1838, 1838, 1838, 1838, 1838, 1838, 1838, 1838, 1838, 1022, 1022, 1022, 1022, 1022, 1952, 1952, 1952, 1952, 1952, 1952, 1952, 961, 961, 961, 961, 961, 961, 961, 961, 961, 1921, 1921, 1921, 991, 1862, 1862, 1862, 1862, 1862, 1862, 1862, 1862, 1807, 1807, 1807, 1807, 1807, 1807, 847, 1748, 1748, 1748, 1748, 931, 931, 931, 1922, 1922, 1922, 1922, 1022, 1022, 1022, 1952, 1952, 1952, 961, 961, 961, 961, 961, 961, 961, 961, 961, 961, 961, 1921, 1921, 1921, 1862, 1862, 1862, 1862, 1862, 1862, 1862, 1862, 1862, 1862, 1862, 991, 991, 991
52610, 5303, 5303, 5092, 4101, 3556, 2813, 2813, 2813, 2813, 3743, 3743, 4588, 5611, 5286, 5286, 5810, 4860, 4301, 3023, 3023, 3023, 3023, 3896, 2966, 2966, 2966, 2966, 2966, 4372, 5093, 5637, 4791, 5584, 4886, 4361, 4361, 3638, 3638, 3638, 3638, 3638, 4656, 5557, 5110, 5110, 4150, 3277, 3277, 3784, 3784, 3784, 3784, 4485, 4485, 3494, 2950, 3797, 3797, 3797, 4727, 4727, 4727, 3826, 3826, 5120, 4351, 3532, 3023, 3499, 3499, 3499, 3499, 4459, 5332, 5332, 5332, 4372, 3674, 3674, 4468, 3623, 3623, 3097, 3590, 4312, 4312, 5213, 4766, 4766, 4766, 5306, 6157, 5436, 6180, 5689, 4815, 4815, 4579, 3588, 2793, 2253, 2253, 2253, 2253, 2253, 3183, 3183, 4029, 4029, 4029, 3826, 4351, 4351, 4301, 4268, 3499, 3499, 3499, 3499, 3499, 4371, 5166, 5166, 6126, 5196, 5441, 5441, 5441
53626, 4881, 4881, 4766, 5215, 4916, 4512, 4265, 4880, 4836, 6164, 4912, 5373, 5933, 4935, 4935, 5221, 4704, 4397, 3698, 3082, 3082, 3082, 5028, 5365, 4520, 3098, 3731, 3731, 4500, 5473, 4425, 3963, 4397, 4016, 3726, 3726, 3331, 3331, 3331, 4649, 6098, 5956, 6450, 6204, 4775, 4251, 3774, 3774, 4050, 4050, 3394, 3394, 3779, 3927, 4204, 4584, 5046, 4325, 4942, 5449, 5449, 5449, 4957, 4138, 4844, 4425, 3975, 3698, 3959, 3344, 3344, 3176, 4359, 5606, 5606, 5606, 5080, 3929, 3929, 4363, 3901, 3901, 3613, 3882, 4422, 4422, 4917, 5463, 6716, 6015, 5676, 6142, 5748, 6155, 5887, 4617, 4020, 3889, 3348, 2913, 2616, 2616, 2616, 3186, 4749, 5262, 5262, 4248, 3503, 3503, 3393, 3681, 3681, 3653, 3634, 3214, 3214, 3913, 3913, 3388, 3866, 5514, 5514, 6038, 5529, 5665, 5665, 4896
54639, 2677, 2677, 2614, 2859, 3416, 3196, 3060, 3397, 3374, 4101, 3414, 3667, 3253, 2706, 2706, 2863, 2581, 2411, 2031, 1693, 1693, 1693, 2759, 2941, 2481, 1702, 2048, 2048, 2468, 3001, 2429, 2173, 2411, 2204, 2046, 2744, 2529, 1831, 2408, 3128, 3922, 3842, 4114, 3402, 2619, 2334, 2073, 2073, 2223, 2223, 1862, 1862, 2075, 2155, 2307, 2513, 2767, 2374, 2710, 2988, 2988, 2988, 2719, 2270, 2656, 2429, 2182, 2031, 2171, 1833, 1833, 1744, 2391, 3073, 3073, 3073, 2787, 2157, 2157, 2393, 2142, 2142, 2682, 2829, 3126, 3126, 3394, 3694, 4380, 3997, 3812, 4067, 3850, 3374, 3227, 2532, 2207, 2134, 1837, 1601, 1439, 1439, 1439, 1748, 2606, 2884, 2884, 2331, 1922, 1922, 1862, 2020, 2020, 2006, 1995, 1766, 1766, 2146, 2146, 1861, 2123, 3025, 3025, 3308, 3032, 3105, 3105, 2684
55654, 4969, 4969, 4934, 4370, 4674, 4554, 2527, 1864, 1855, 2251, 1873, 2885, 3620, 4115, 4115, 4199, 4768, 4675, 4467, 4281, 3559, 1726, 1517, 1615, 2264, 1838, 2028, 3019, 4069, 4359, 4047, 3906, 4036, 3925, 3839, 4220, 4102, 3720, 2316, 1720, 2152, 2108, 3188, 2797, 4239, 4083, 4639, 4639, 5489, 4719, 4522, 4522, 2686, 1185, 1270, 1382, 1519, 2179, 3322, 3474, 3474, 4268, 4120, 3875, 4087, 3963, 3826, 3747, 3821, 3637, 2764, 961, 1316, 1688, 2590, 3409, 3252, 3898, 4574, 4706, 4567, 4567, 4862, 4266, 3529, 2709, 1862, 2028, 2404, 4147, 4892, 5030, 4912, 4653, 5340, 4960, 4782, 5441, 5279, 4450, 4362, 2571, 1641, 962, 1432, 1585, 2459, 2948, 2726, 3686, 3653, 3738, 3738, 3731, 3724, 3600, 1767, 1975, 1181, 1024, 2070, 2564, 3555, 4526, 4378, 4415, 4415, 4186
56669, 3341, 3341, 2706, 4027, 4192, 4896, 3787, 3289, 3286, 3502, 2365, 3496, 3900, 4173, 3472, 3517, 3193, 3142, 3029, 4761, 3784, 3504, 3392, 3738, 4092, 3858, 3963, 2912, 3484, 3643, 3472, 2738, 2811, 2752, 2704, 3216, 3829, 4365, 3598, 3271, 3377, 3355, 3945, 2828, 3617, 3534, 3160, 3160, 3008, 3520, 3411, 3411, 2406, 2609, 3991, 3028, 3682, 3111, 3736, 3820, 3122, 3553, 3474, 3339, 2821, 2754, 2677, 3507, 4653, 5207, 4729, 3743, 3936, 3779, 4270, 3998, 3038, 3391, 3761, 3834, 3102, 2507, 3569, 3241, 2839, 3380, 3219, 3310, 4260, 4469, 4876, 4050, 3987, 3168, 3545, 3334, 3240, 2983, 2895, 2441, 3093, 3043, 3169, 2796, 3055, 2208, 3265, 3531, 2711, 3236, 3219, 2629, 2629, 3585, 4455, 3809, 2807, 2919, 3143, 3652, 4947, 5217, 5036, 5567, 5488, 5509, 4852, 2893
57684, 5967, 5967, 5621, 6345, 5442, 4926, 4319, 4048, 4046, 3691, 3998, 4618, 4837, 4242, 4706, 4731, 5321, 5871, 6507, 8091, 7556, 6474, 6412, 6603, 6793, 5067, 4600, 4028, 5308, 4625, 4534, 4853, 5549, 5517, 5492, 6367, 5741, 6034, 4086, 3906, 3966, 4945, 4473, 4764, 5196, 5148, 5045, 5045, 5107, 5388, 6007, 6007, 5170, 5281, 5046, 4521, 4201, 3888, 4257, 4712, 5258, 5518, 5475, 5400, 5817, 6414, 6373, 6827, 8032, 7405, 7142, 5759, 5166, 5080, 5347, 4430, 4778, 4973, 5968, 4730, 4331, 5383, 5961, 6379, 5288, 4622, 4536, 4585, 4450, 3966, 4187, 3935, 5621, 5917, 5403, 5287, 5912, 5770, 6340, 6091, 5547, 5518, 4596, 4394, 3716, 4590, 5168, 5313, 4121, 4575, 4567, 5013, 5013, 6814, 7288, 7570, 6177, 6238, 5429, 5708, 5393, 4905, 4039, 6163, 6913, 7645, 6708, 5592
58701, 5317, 4859, 4670, 5065, 5390, 6755, 5827, 5676, 6353, 6159, 6042, 6380, 5509, 4365, 3875, 3888, 4209, 4858, 6049, 7688, 8324, 7115, 7780, 7885, 7989, 7046, 6402, 6667, 6437, 6063, 5168, 4645, 5025, 4238, 3589, 4069, 5479, 7234, 5588, 5492, 5525, 7313, 7054, 6341, 6576, 6548, 4814, 4021, 4052, 4205, 5701, 6602, 6888, 6947, 6225, 6612, 6437, 6265, 6467, 6342, 6640, 5882, 5858, 6841, 5571, 5153, 5132, 5696, 6352, 7625, 8181, 7424, 7678, 7630, 8411, 6133, 5301, 5409, 5184, 3808, 3589, 4164, 5272, 5739, 6825, 6460, 5835, 5862, 6446, 6179, 6303, 5206, 6722, 6010, 4937, 4871, 4830, 4749, 5062, 4926, 5530, 6334, 5977, 6543, 6171, 6653, 6067, 6759, 6109, 4546, 5566, 5066, 4387, 5374, 6402, 7401, 6022, 7687, 7245, 7394, 7223, 6570, 6671, 7837, 7316, 6870, 6357, 5746
59714, 6002, 5751, 7162, 7378, 7555, 8303, 7795, 6838, 7210, 6310, 4565, 4153, 3022, 2394, 2125, 3853, 4775, 6422, 7073, 8962, 8316, 7657, 8020, 8079, 7233, 6718, 6367, 5015, 4889, 3325, 5364, 5079, 6767, 7106, 6750, 7713, 8486, 9441, 8543, 6621, 6639, 5920, 5778, 4112, 4240, 3589, 2642, 3803, 5208, 5293, 7726, 8219, 8375, 8408, 8011, 7265, 7169, 6201, 5715, 4198, 3637, 3225, 4112, 5267, 5560, 5332, 6818, 7872, 8229, 8927, 9231, 8818, 7146, 7119, 6644, 3977, 3523, 3581, 3689, 4727, 5885, 7130, 8371, 8624, 8198, 7998, 7655, 6741, 7058, 5489, 5557, 3553, 4383, 3296, 2707, 4140, 5078, 5691, 7376, 7302, 7630, 8072, 7877, 8185, 7984, 5618, 4578, 4300, 3945, 2493, 3872, 3599, 4648, 5188, 8259, 8802, 8050, 8961, 7727, 6907, 6816, 6458, 5694, 5586, 4685, 5365, 5085, 5680
60731, 6371, 5212, 5983, 6102, 5562, 5974, 5116, 4594, 4796, 6137, 4338, 4113, 2534, 3943, 3003, 2988, 3492, 4394, 4747, 5782, 6422, 6062, 5387, 5418, 5857, 5575, 5384, 4644, 5393, 4538, 5650, 5496, 5600, 5787, 5591, 6117, 6541, 7097, 6606, 5553, 5562, 5169, 5938, 4125, 5126, 5405, 4249, 3956, 4280, 4325, 5658, 5926, 6011, 5453, 6196, 5787, 4888, 5233, 4964, 4136, 3829, 4399, 3924, 3761, 4517, 3797, 4610, 5187, 5381, 6756, 6919, 6696, 5809, 6611, 6353, 4894, 4646, 4679, 4737, 5303, 5938, 5717, 5406, 6567, 6335, 5406, 5219, 4717, 5822, 4961, 5845, 3818, 5205, 3678, 3357, 4717, 5231, 5567, 6489, 4845, 5025, 5268, 5160, 6290, 7054, 5760, 4343, 4986, 4793, 3998, 3790, 3641, 4216, 3719, 5397, 6685, 5401, 5900, 5225, 4775, 5627, 5433, 5016, 5773, 4378, 5367, 5215, 5541
